9.86	46.82	CH-Dav
13.57	50.96	DE-Tha
10.45	51.08	DE-Hai
10.37	51.33	DE-Lnf
13.72	50.79	DE-Obe
8.36	47.48	CH-Lae
18.54	49.5	CZ-BK1
13.3	49.1	DE-Lkb
11.64	55.49	DK-Sor
13.59	41.85	IT-Col
11.43	46.59	IT-Ren
32.92	56.46	RU-Fyo
4.52	51.31	BE-Bra
6.0	50.3	BE-Vie
24.3	61.85	FI-Hyy
23.96	60.64	FI-Let
26.64	67.36	FI-Sod
2.78	48.48	FR-Fon
3.6	43.74	FR-Pue
12.38	41.71	IT-Cpz
11.28	45.96	IT-Lav
5.74	52.17	NL-Loo
6.3	50.62	DE-RuR
